b'Best Buy launches a new $200 membership program to fight Amazon',2021-04-07T19:36:08Z
"b'The best sales to shop today: Samsung, Eight Sleep, Madewell and more'",2021-04-07T15:18:41Z
"b""Looking for an Xbox Series X? Here's how to have the best shot""",2021-03-25T17:30:12Z
"b""Finding the PS5 is a nightmare \xe2\x80\x94 here's how to actually have a chance""",2021-03-09T19:28:26Z
"b'The best sales to shop today: Apple Watch, Reebok, Cosori and more'",2021-04-06T15:12:57Z
b'Read these tips before getting your Covid-19 vaccine',2021-04-03T07:03:48Z
b'Amazon is on edge over Alabama union vote',2021-04-04T14:08:26Z
"b""There's a new approach to police response to mental health emergencies. Taking the police out of it""",2021-04-03T00:24:00Z
b'These are our favorite store credit cards for 2021',2021-04-01T20:16:03Z
"b'The best sales to shop today: Dyson, Ring, Samsung and more'",2021-04-01T15:29:46Z
b'Jobs in these industries are already back to pre-pandemic levels',2021-04-01T13:57:49Z
b'Huggies diapers and Scott toilet paper may soon get more expensive',2021-03-31T16:52:33Z
"b'The best sales to shop today: Jabra, Case-Mate, Roomba and more'",2021-03-31T15:12:07Z
b'GameStop raids Amazon for another heavy-hitter exec',2021-03-30T18:07:26Z
"b'The best sales to shop today: Mac Mini, Arlo, Old Navy and more'",2021-03-30T15:34:06Z
"b""Toxic chemical 'Hall of Shame' calls out major retailers for failing to act""",2021-03-30T04:04:30Z
"b""Here's what could happen next as milestone Amazon union vote ends""",2021-03-26T12:16:49Z
"b'The best sales to shop today: Dyson, Nordstrom, Burrow and more'",2021-03-29T15:32:07Z
b'Nashville declares emergency after deadly flash flooding',2021-03-28T07:31:26Z
b'A quiet home and a lost wedding ring: How a mass shooting upended this family',2021-03-26T19:03:24Z
"b""The best sales to shop this weekend: Adidas, Macy's, Instant Pot and more""",2021-03-26T15:49:39Z
"b""Police still don't know why a gunman killed 12 people in Virginia Beach in 2019, a new report says""",2021-03-25T15:49:07Z
b'Mass Shootings in the US Fast Facts',2019-08-20T01:12:18Z
"b'The best sales to shop today: Overstock, Athleta, Google Nest and more'",2021-03-23T15:30:41Z
b'Amazon was supposed to kill Instacart. Instead Instacart became a mini-Amazon',2021-03-23T11:57:27Z
b'Why anti-Asian American violence is rising -- along with White supremacist propaganda',2021-03-18T01:11:17Z
b'Stocks bounce higher after Fed holds off on rate hikes',2021-03-16T12:58:22.673Z
"b""Amazon's grocery chain is growing. It isn't Whole Foods""",2021-03-17T18:43:27Z
b'Opioid Crisis Fast Facts',2017-09-18T16:27:25Z
b'The new Nest Hub is here \xe2\x80\x94 and it can track your sleep',2021-03-16T13:02:37Z
b'Retail sales slid in February as people shopped less',2021-03-16T12:41:53Z
"b'Rosalind Brewer officially takes the helm at Walgreens, becoming the only Black woman Fortune 500 CEO'",2021-03-15T13:04:42Z
"b""Jerome Powell can't take his eyes off the job market""",2021-03-14T13:08:31Z
b'CVS expands Covid-19 vaccine to 12 more states',2021-03-11T16:34:16Z
b'Why small grocery stores are (still) out of toilet paper',2021-03-10T16:40:58Z
"b""The Lip Bar's vegan, WFH-friendly products are now available at Walmart""",2021-03-09T18:03:08Z
b'Walmart adds more Beyond Meat products',2021-03-09T17:16:18Z
b'The role of an unexpected savior is not new to Tyler Perry',2021-03-08T18:34:01Z
"b""'Consider chemical hazards' in the baby foods you sell, FDA warns manufacturers""",2021-03-05T19:33:40Z
"b""Beto O'Rourke is criss-crossing Texas, igniting Democratic hopes he'll run for governor""",2021-03-05T18:55:47Z
"b'The best sales to shop this weekend: Overstock, Columbia, Converse and more'",2021-03-05T17:30:36Z
"b""Grocery stores' pandemic boom is over""",2021-03-04T17:58:40Z
"b'The best sales to shop today: Dyson, Apt2B, Under Armour and more'",2021-03-04T17:35:49Z
"b'The best sales to shop today: GameStop, Bose headphones, Baublebar and more'",2021-03-03T16:59:57Z
"b""The best sales to shop today: iPads, Rothy's, Rifle Paper Co. and more""",2021-03-02T17:21:17Z
"b""Target saw more sales growth in 2020 than the last 11 years combined. Here's why""",2021-03-02T12:52:49Z
b'Everything you need to know about the debate over the $15 minimum wage',2021-02-22T12:01:38Z
"b'Costco raises its minimum wage above rivals like Amazon, Target and Best Buy'",2021-02-25T15:37:19Z
"b'When a woman lost her wallet in a store, a good Samaritan drove to her home to return it'",2021-02-24T17:23:23Z
b'Security cam footage shows man return lost wallet',2021-02-25T13:38:47Z
b'Instacart is moving beyond the grocery store',2021-02-23T18:26:08Z
"b""Macy's made money for the first time in the pandemic""",2021-02-23T14:17:46Z
b'Our mask-wearing road trip across a battered America',2021-02-20T14:24:04Z
"b""One week into distribution, pharmacies have a familiar request: 'We just need more vaccines'""",2021-02-19T11:59:54Z
b'5 questions that need answers at the GameStop hearing',2021-02-18T13:03:46Z
b'Biden administration looks to FEMA to help combat domestic terrorism in wake of Capitol attack',2021-02-18T18:01:14Z
"b""Grocery store workers have been on the front lines for a year, but they're struggling to get the Covid vaccine""",2021-02-18T13:37:23Z
"b""Walmart just boosted pay to $15. It's not what you think""",2021-02-18T13:21:33Z
b'Millions are still without power as winter storms continue',2021-02-17T13:08:23.218Z
b'Winter storm continues to hammer businesses',2021-02-17T23:43:33Z
b'Wall Street hits the enthusiasm pause button',2021-02-16T18:38:09.056Z
b'US retail sales jump 5.3% in January',2021-02-17T13:38:31Z
b'Want solid returns you can depend on? Here are stocks we love',2021-02-14T15:10:22Z
"b""'We don't see a clear exit strategy.' The travel industry is still getting crushed""",2021-02-14T13:53:02Z
b'February 10 coronavirus news',2021-02-10T00:17:45.798Z
"b""A Kansas grandfather got Covid-19 in July. He's still in the hospital 7 months later""",2021-02-14T18:57:33Z
"b""You'll love to shop all these sweet Valentine's Day deals""",2021-02-14T13:36:40Z
b'Pharmacies start administering their first 1 million Covid-19 vaccine doses from federal government',2021-02-12T08:21:20Z
"b'Small triumphs, some glitches as nationwide Covid-19 vaccine pharmacy program takes off'",2021-02-13T04:52:02Z
b'Vaccines -- despite variants -- are still good news',2021-02-12T12:07:38Z
b'This is one of the fastest growing jobs at Walmart',2021-02-12T15:24:24Z
b'What you need to know before making a vaccine appointment at your pharmacy',2021-02-04T23:41:18Z
"b""You'll love to shop all these sweet Valentine's Day deals""",2021-02-09T14:37:18Z
b'Walmart promises to honor vaccine appointments after its website mistakenly allows some to register in Florida',2021-02-12T07:43:52Z
"b'Biden administration seeks a pause on TikTok, WeChat court fights'",2021-02-11T14:44:27Z
"b""Colin Kaepernick gets in on Wall Street's hottest trend""",2021-02-11T04:31:16Z
"b""More Americans say they're willing to take a Covid-19 vaccine, but supply issues remain""",2021-02-10T07:43:39Z
b'Aldi plans to open 100 new US stores this year',2021-02-10T17:42:33Z
"b'A hug, a fishing trip, the symphony: Seniors long for simple pleasures after 2nd dose of Covid vaccine'",2021-02-10T13:50:49Z
"b""Amazon's plans for India take a hit as court battle swings in rival's favor""",2021-02-09T11:13:28Z
"b""A $15 minimum wage would hurt those it's meant to help""",2021-02-09T13:28:24Z
"b""The coronavirus pandemic is still going strong. But there's hope on the horizon""",2021-02-08T11:53:50Z
